SN,Date,Close,High,Low,Absolute Change,Percentage Change,52 Weeks High,52 Weeks Low,Turnover Values,Turnover Volume,Total Transaction
136,2025-01-15,"2,784.57","2,888.02","2,780.32",(-100.57),(-3.48 %),"3,975.49","1,729.05","689,086,565.90","1,076,625","9,559"
137,2025-01-13,"2,885.15","2,977.54","2,877.40",(-38.64),(-1.32 %),"3,975.49","1,729.05","518,419,688.00","768,211","6,498"
138,2025-01-12,"2,923.79","3,035.88","2,921.16",(-109.25),(-3.60 %),"3,975.49","1,729.05","405,668,610.80","600,548","5,203"
139,2025-01-09,"3,033.04","3,155.42","3,023.26",(-91.65),(-2.93 %),"3,975.49","1,729.05","714,392,904.40","1,024,838","9,185"
140,2025-01-08,"3,124.69","3,175.85","2,986.54",(140.44),(4.70 %),"3,975.49","1,729.05","904,947,530.00","1,241,967","9,937"
141,2025-01-07,"2,984.25","2,988.74","2,907.04",(77.20),(2.65 %),"3,975.49","1,729.05","400,938,391.60","608,491","5,039"
142,2025-01-06,"2,907.04","2,908.97","2,870.03",(34.28),(1.19 %),"3,975.49","1,725.83","376,674,944.10","569,454","4,946"
143,2025-01-05,"2,872.76","2,944.63","2,868.68",(-30.48),(-1.04 %),"3,975.49","1,725.83","581,813,487.00","820,983","6,180"
144,2025-01-02,"2,903.25","2,918.00","2,840.50",(12.12),(0.41 %),"3,975.49","1,725.83","374,192,024.10","536,629","4,465"
145,2025-01-01,"2,891.12","2,904.97","2,761.29",(107.78),(3.87 %),"3,975.49","1,725.83","513,580,667.80","759,076","6,636"
146,2024-12-31,"2,783.34","2,918.93","2,700.34",(-152.44),(-5.19 %),"3,975.49","1,725.83","928,501,443.90","1,421,035","12,259"
147,2024-12-29,"2,935.78","3,052.63","2,932.35",(-137.46),(-4.47 %),"3,975.49","1,725.83","689,899,143.70","987,157","8,541"
148,2024-12-26,"3,073.25","3,149.33","3,051.05",(-85.30),(-2.70 %),"3,975.49","1,725.83","558,997,032.10","722,325","5,642"
149,2024-12-24,"3,158.55","3,197.94","3,091.41",(50.50),(1.62 %),"3,975.49","1,725.83","742,070,805.90","959,033","6,986"
150,2024-12-23,"3,108.05","3,110.85","3,047.70",(51.25),(1.67 %),"3,975.49","1,725.83","450,276,511.60","574,184","4,053"
151,2024-12-22,"3,056.79","3,116.02","3,032.17",(-46.50),(-1.49 %),"3,975.49","1,725.83","464,148,735.00","608,243","4,839"
152,2024-12-19,"3,103.30","3,202.68","3,087.66",(-73.48),(-2.31 %),"3,975.49","1,725.83","582,029,354.90","739,405","5,859"
153,2024-12-18,"3,176.79","3,211.17","3,137.25",(33.86),(1.07 %),"3,975.49","1,725.83","549,080,840.20","684,659","5,550"
154,2024-12-17,"3,142.93","3,161.90","3,069.89",(27.16),(0.87 %),"3,975.49","1,725.83","717,222,242.30","913,184","6,227"
155,2024-12-16,"3,115.76","3,252.69","3,101.62",(-143.76),(-4.41 %),"3,975.49","1,725.83","777,721,361.90","1,029,674","8,677"
156,2024-12-12,"3,259.52","3,382.20","3,250.67",(-88.40),(-2.64 %),"3,975.49","1,725.83","698,672,448.10","861,167","5,973"
157,2024-12-11,"3,347.93","3,354.47","3,281.01",(60.25),(1.83 %),"3,975.49","1,725.83","784,269,197.50","939,408","5,439"
158,2024-12-10,"3,287.67","3,332.13","3,272.22",(-23.51),(-0.71 %),"3,975.49","1,711.50","445,464,420.40","538,329","4,445"
159,2024-12-09,"3,311.18","3,339.16","3,267.64",(5.18),(0.15 %),"3,975.49","1,711.50","651,956,747.30","850,073","5,832"
160,2024-12-08,"3,306.00","3,371.87","3,261.16",(-61.97),(-1.84 %),"3,975.49","1,626.90","801,928,592.20","1,033,103","7,944"
161,2024-12-05,"3,367.97","3,478.60","3,344.16",(-97.32),(-2.80 %),"3,975.49","1,615.66","1,206,895,568.60","1,397,295","10,759"
