SN,Date,Close,High,Low,Absolute Change,Percentage Change,52 Weeks High,52 Weeks Low,Turnover Values,Turnover Volume,Total Transaction
135,2025-01-16,"1,904.28","1,922.29","1,889.50",(6.12),(0.32 %),"2,405.99","1,580.38","179,578,430.40","253,634","2,336"
136,2025-01-15,"1,898.15","1,925.01","1,889.14",(0.77),(0.04 %),"2,405.99","1,580.38","155,440,663.40","208,509","2,466"
137,2025-01-13,"1,897.38","1,923.99","1,886.19",(-12.94),(-0.67 %),"2,405.99","1,580.38","193,734,001.40","256,828","2,518"
138,2025-01-12,"1,910.32","1,949.05","1,907.44",(-11.63),(-0.60 %),"2,405.99","1,580.38","138,814,699.40","199,778","1,954"
139,2025-01-09,"1,921.96","1,939.39","1,919.89",(-8.51),(-0.44 %),"2,405.99","1,580.38","134,026,712.50","173,774","2,043"
140,2025-01-08,"1,930.47","1,968.49","1,925.21",(-5.13),(-0.26 %),"2,405.99","1,554.04","92,790,125.40","118,382","1,892"
141,2025-01-07,"1,935.60","1,967.49","1,914.71",(-3.51),(-0.18 %),"2,405.99","1,525.10","169,593,133.60","217,328","2,152"
142,2025-01-06,"1,939.12","1,942.71","1,899.97",(33.46),(1.75 %),"2,405.99","1,486.87","125,600,601.20","162,929","2,879"
143,2025-01-05,"1,905.65","1,908.92","1,886.08",(1.94),(0.10 %),"2,405.99","1,486.87","100,460,228.70","125,019","1,999"
144,2025-01-02,"1,903.71","1,921.77","1,900.20",(-35.73),(-1.84 %),"2,405.99","1,486.87","99,021,305.90","122,879","1,840"
145,2025-01-01,"1,939.44","1,965.33","1,934.88",(-8.13),(-0.41 %),"2,405.99","1,486.87","117,595,373.40","141,515","1,842"
146,2024-12-31,"1,947.57","1,954.96","1,922.38",(1.19),(0.06 %),"2,405.99","1,486.87","132,217,310.60","173,071","2,260"
147,2024-12-29,"1,946.37","1,953.19","1,935.19",(5.76),(0.29 %),"2,405.99","1,486.87","108,036,844.50","129,701","2,093"
148,2024-12-26,"1,940.61","1,953.48","1,933.95",(-3.13),(-0.16 %),"2,405.99","1,486.87","103,945,065.80","142,063","2,135"
149,2024-12-24,"1,943.75","1,958.42","1,932.50",(9.49),(0.49 %),"2,405.99","1,486.87","97,643,125.40","123,178","2,148"
150,2024-12-23,"1,934.25","1,942.84","1,915.00",(12.11),(0.63 %),"2,405.99","1,486.87","88,146,874.80","113,521","1,796"
151,2024-12-22,"1,922.14","1,966.35","1,922.14",(-7.17),(-0.37 %),"2,405.99","1,486.87","115,662,428.10","142,805","2,090"
152,2024-12-19,"1,929.31","1,962.17","1,921.90",(-18.12),(-0.93 %),"2,405.99","1,486.87","110,760,552.40","141,907","2,057"
153,2024-12-18,"1,947.44","1,990.93","1,944.23",(-7.40),(-0.37 %),"2,405.99","1,486.87","112,714,754.40","139,425","1,893"
154,2024-12-17,"1,954.85","1,969.16","1,941.63",(2.55),(0.13 %),"2,405.99","1,486.87","88,323,781.20","108,630","1,901"
155,2024-12-16,"1,952.29","1,999.49","1,946.70",(-28.90),(-1.45 %),"2,405.99","1,486.87","219,151,633.90","272,347","2,523"
156,2024-12-12,"1,981.19","2,017.77","1,980.46",(-19.74),(-0.98 %),"2,405.99","1,486.00","132,860,539.20","165,665","2,068"
157,2024-12-11,"2,000.94","2,017.00","1,984.33",(11.46),(0.57 %),"2,405.99","1,481.00","103,099,209.00","128,957","1,644"
158,2024-12-10,"1,989.47","2,039.28","1,982.31",(-0.16),(0.00 %),"2,405.99","1,442.04","84,627,544.00","101,795","1,583"
159,2024-12-09,"1,989.63","2,014.09","1,975.38",(2.23),(0.11 %),"2,405.99","1,442.04","117,054,791.80","150,009","2,081"
160,2024-12-08,"1,987.39","2,063.06","1,978.85",(-16.41),(-0.81 %),"2,405.99","1,396.95","172,777,116.90","212,922","2,532"
161,2024-12-05,"2,003.80","2,036.68","2,000.78",(-9.70),(-0.48 %),"2,405.99","1,395.23","189,636,245.20","231,864","2,425"
162,2024-12-04,"2,013.51","2,066.26","2,013.51",(-15.11),(-0.74 %),"2,405.99","1,388.57","184,938,107.20","214,438","2,573"
163,2024-12-03,"2,028.63","2,055.76","2,011.21",(5.47),(0.27 %),"2,405.99","1,388.57","168,141,943.20","202,072","2,805"
164,2024-12-02,"2,023.15","2,054.09","2,018.22",(-7.39),(-0.36 %),"2,405.99","1,388.57","172,429,131.80","208,137","2,696"
165,2024-12-01,"2,030.55","2,072.32","2,026.83",(-27.88),(-1.35 %),"2,405.99","1,388.57","226,657,687.10","278,623","2,645"
166,2024-11-28,"2,058.43","2,108.67","2,054.75",(-29.51),(-1.41 %),"2,405.99","1,388.57","165,239,191.60","196,150","2,376"
167,2024-11-27,"2,087.94","2,142.78","2,068.69",(11.67),(0.56 %),"2,405.99","1,388.57","175,929,918.30","208,278","2,822"
168,2024-11-26,"2,076.26","2,124.10","2,052.81",(34.34),(1.68 %),"2,405.99","1,388.57","175,586,670.30","205,182","2,659"
169,2024-11-25,"2,041.92","2,124.68","2,008.36",(33.84),(1.68 %),"2,405.99","1,388.57","196,044,818.90","232,208","2,779"
170,2024-11-24,"2,008.08","2,046.42","2,007.02",(-14.54),(-0.71 %),"2,405.99","1,388.57","185,009,191.90","234,228","2,856"
171,2024-11-21,"2,022.62","2,069.39","2,021.94",(-34.38),(-1.67 %),"2,405.99","1,388.57","219,420,707.20","273,676","3,167"
172,2024-11-20,"2,057.01","2,067.74","2,044.38",(-1.63),(-0.07 %),"2,405.99","1,372.10","208,305,151.10","279,250","3,149"
173,2024-11-19,"2,058.64","2,111.16","2,055.43",(-33.20),(-1.58 %),"2,405.99","1,372.10","303,633,401.40","372,071","3,891"
174,2024-11-17,"2,091.84","2,145.79","2,084.70",(2.33),(0.11 %),"2,405.99","1,372.10","333,767,756.20","399,442","4,335"
175,2024-11-14,"2,089.51","2,103.56","2,072.42",(13.13),(0.63 %),"2,405.99","1,372.10","289,528,054.00","307,315","3,975"
176,2024-11-13,"2,076.37","2,100.74","2,072.11",(-17.29),(-0.82 %),"2,405.99","1,372.10","179,622,864.00","199,937","2,475"
177,2024-11-12,"2,093.67","2,144.39","2,077.14",(-25.17),(-1.18 %),"2,405.99","1,372.10","239,242,653.70","259,480","3,156"
178,2024-11-11,"2,118.84","2,209.29","2,097.44",(4.50),(0.21 %),"2,405.99","1,372.10","428,172,720.20","476,223","4,798"
179,2024-11-10,"2,114.34","2,150.58","2,067.52",(52.08),(2.52 %),"2,405.99","1,372.10","380,394,792.60","432,007","4,155"
180,2024-11-06,"2,062.26","2,087.21","2,058.76",(-2.91),(-0.14 %),"2,405.99","1,372.10","101,550,476.50","121,611","1,881"
181,2024-11-05,"2,065.17","2,085.16","2,054.41",(5.08),(0.24 %),"2,405.99","1,361.20","85,978,997.60","102,037","1,642"
182,2024-10-30,"2,060.08","2,099.13","2,057.44",(-15.37),(-0.74 %),"2,405.99","1,361.20","137,276,845.90","160,532","1,984"
183,2024-10-29,"2,075.45","2,077.71","2,042.82",(32.19),(1.57 %),"2,405.99","1,361.20","189,267,979.30","226,438","2,576"
184,2024-10-28,"2,043.26","2,055.55","2,031.80",(11.02),(0.54 %),"2,405.99","1,361.20","117,891,015.90","144,348","1,851"
185,2024-10-27,"2,032.23","2,049.11","2,028.22",(-6.56),(-0.32 %),"2,405.99","1,361.20","101,926,327.30","124,115","2,195"
186,2024-10-24,"2,038.79","2,059.32","2,036.35",(-13.47),(-0.65 %),"2,405.99","1,361.20","147,450,467.60","174,008","2,243"
187,2024-10-23,"2,052.27","2,091.00","2,049.32",(-9.33),(-0.45 %),"2,405.99","1,361.20","147,832,554.50","173,809","2,137"
188,2024-10-22,"2,061.60","2,071.71","2,032.71",(20.83),(1.02 %),"2,405.99","1,361.20","189,366,959.50","226,589","2,585"
189,2024-10-21,"2,040.76","2,094.00","2,037.06",(-49.86),(-2.38 %),"2,405.99","1,361.20","322,994,494.50","373,702","3,813"
190,2024-10-20,"2,090.63","2,123.72","2,071.34",(-31.84),(-1.50 %),"2,405.99","1,361.20","402,459,692.50","460,590","4,411"
191,2024-10-17,"2,122.48","2,169.18","2,108.90",(7.68),(0.36 %),"2,405.99","1,361.20","369,396,630.70","413,642","3,866"
192,2024-10-16,"2,114.79","2,132.11","2,090.10",(12.06),(0.57 %),"2,405.99","1,361.20","266,479,293.20","295,259","3,317"
193,2024-10-15,"2,102.72","2,109.71","2,077.50",(25.22),(1.21 %),"2,405.99","1,361.20","169,552,986.30","186,137","2,114"
194,2024-10-09,"2,077.50","2,095.64","2,052.36",(9.65),(0.46 %),"2,405.99","1,361.20","217,137,852.80","246,335","2,272"
195,2024-10-08,"2,067.84","2,111.70","2,057.61",(-22.97),(-1.09 %),"2,405.99","1,361.20","197,838,304.60","226,381","2,208"
196,2024-10-07,"2,090.81","2,107.15","2,026.42",(53.27),(2.61 %),"2,405.99","1,361.20","403,025,454.40","467,181","3,932"
197,2024-10-06,"2,037.53","2,037.53","1,982.78",(32.59),(1.62 %),"2,405.99","1,361.20","199,250,434.00","239,858","3,232"
198,2024-10-02,"2,004.94","2,083.21","1,987.61",(-0.65),(-0.03 %),"2,405.99","1,361.20","364,270,920.10","436,323","4,682"
199,2024-10-01,"2,005.59","2,021.03","1,915.60",(89.58),(4.67 %),"2,405.99","1,361.20","381,610,906.80","472,485","5,098"
200,2024-09-30,"1,916.00","1,916.00","1,871.52",(44.47),(2.37 %),"2,405.99","1,361.20","144,945,632.60","186,845","2,365"
201,2024-09-29,"1,871.52","1,897.53","1,856.49",(-19.38),(-1.02 %),"2,405.99","1,361.20","186,631,124.20","246,940","2,931"
202,2024-09-26,"1,890.91","1,932.78","1,886.98",(-18.67),(-0.97 %),"2,405.99","1,361.20","189,528,810.80","243,539","2,698"
203,2024-09-25,"1,909.58","1,933.99","1,857.89",(33.00),(1.75 %),"2,405.99","1,361.20","208,584,942.00","274,559","3,442"
204,2024-09-24,"1,876.58","1,943.71","1,868.28",(-53.99),(-2.79 %),"2,405.99","1,361.20","263,661,224.40","342,527","4,032"
205,2024-09-23,"1,930.57","1,976.19","1,915.87",(-43.92),(-2.22 %),"2,405.99","1,361.20","244,748,959.70","317,344","3,422"
206,2024-09-22,"1,974.50","2,038.15","1,963.84",(8.19),(0.41 %),"2,405.99","1,361.20","197,910,546.60","248,596","3,577"
207,2024-09-18,"1,966.30","1,991.97","1,957.08",(-12.55),(-0.63 %),"2,405.99","1,361.20","231,489,018.20","286,902","3,600"
208,2024-09-16,"1,978.85","2,038.00","1,968.60",(-47.30),(-2.33 %),"2,405.99","1,361.20","284,272,606.00","356,681","4,051"
209,2024-09-15,"2,026.15","2,103.03","2,016.24",(-46.38),(-2.23 %),"2,405.99","1,361.20","459,622,584.20","554,731","6,008"
210,2024-09-12,"2,072.53","2,075.13","1,994.77",(76.31),(3.82 %),"2,405.99","1,361.20","415,571,300.00","509,433","6,199"
211,2024-09-11,"1,996.22","2,031.83","1,990.85",(-9.45),(-0.47 %),"2,405.99","1,361.20","258,941,796.30","317,689","4,008"
212,2024-09-10,"2,005.68","2,064.70","1,995.67",(-9.04),(-0.44 %),"2,405.99","1,361.20","382,615,994.90","466,083","5,384"
213,2024-09-09,"2,014.72","2,074.27","2,013.11",(-37.57),(-1.83 %),"2,405.99","1,361.20","553,710,255.10","660,055","6,811"
214,2024-09-08,"2,052.29","2,100.63","2,048.45",(-27.41),(-1.31 %),"2,405.99","1,361.20","355,526,829.40","409,060","5,096"
