SN,Date,Close,High,Low,Absolute Change,Percentage Change,52 Weeks High,52 Weeks Low,Turnover Values,Turnover Volume,Total Transaction
122,2025-02-06,105.85,106.98,105.63,(-0.42),(-0.39 %),122.74,72.46,"376,875,669.90","460,928","3,054"
123,2025-02-05,106.27,107.19,105.98,(-0.26),(-0.24 %),122.74,72.46,"521,157,321.80","674,546","3,560"
124,2025-02-04,106.53,108.02,106.20,(-0.54),(-0.50 %),122.74,72.46,"608,373,478.90","711,270","3,701"
125,2025-02-03,107.08,109.85,106.88,(-0.50),(-0.47 %),122.74,72.46,"847,516,464.50","1,203,018","5,426"
126,2025-02-02,107.58,108.15,104.40,(3.52),(3.38 %),122.74,72.46,"1,039,319,996.20","1,376,053","6,803"
127,2025-01-28,104.06,104.27,102.72,(1.06),(1.03 %),122.74,72.46,"578,257,089.40","668,185","3,770"
128,2025-01-27,102.99,104.35,102.72,(-0.80),(-0.77 %),122.74,72.46,"625,723,362.10","642,763","3,979"
129,2025-01-26,103.80,105.29,103.52,(-0.52),(-0.50 %),122.74,72.46,"767,422,863.98","793,831","4,431"
130,2025-01-23,104.33,106.01,104.08,(-0.83),(-0.79 %),122.74,72.46,"570,427,493.16","853,220","4,390"
131,2025-01-22,105.17,105.38,101.59,(3.87),(3.82 %),122.74,72.46,"1,267,436,293.61","1,672,694","7,093"
132,2025-01-21,101.29,101.87,99.77,(0.74),(0.74 %),122.74,72.46,"486,366,731.70","462,970","3,367"
133,2025-01-20,100.54,101.15,100.04,(0.60),(0.60 %),122.74,72.46,"296,151,783.40","359,564","2,533"
134,2025-01-19,99.94,101.27,98.65,(0.37),(0.37 %),122.74,72.46,"397,446,579.80","471,718","2,888"
135,2025-01-16,99.57,100.76,99.30,(-0.58),(-0.58 %),122.74,72.46,"344,889,613.60","438,164","2,813"
136,2025-01-15,100.15,101.45,100.10,(-0.07),(-0.07 %),122.74,72.46,"488,383,644.80","484,359","3,112"
137,2025-01-13,100.23,101.20,99.78,(-0.60),(-0.60 %),122.74,72.46,"628,397,035.15","642,546","3,578"
138,2025-01-12,100.84,102.83,100.34,(-0.39),(-0.39 %),122.74,72.46,"280,387,821.00","322,875","2,045"
139,2025-01-09,101.24,101.99,100.80,(-0.38),(-0.37 %),122.74,72.46,"306,521,554.50","415,265","2,376"
140,2025-01-08,101.62,103.68,101.54,(-0.39),(-0.38 %),122.74,72.46,"271,833,854.90","347,367","2,124"
141,2025-01-07,102.02,103.23,101.40,(0.00),(0.00 %),122.74,72.46,"215,012,401.20","316,215","2,571"
